drive_bh,time0,time1,time2,time3
(10053,583.33,1074.64,782.43,954.54)
(10054,850.35,611.01,755.69,820.24)
(10055,742.61,667.76,843.07,987.11)
(10056,660.98,838.96,892.86,882.32)
(10057,806.15,69.83,701.67,862.99)
(10058,176.35,1013.07,721.69,866.30)
(10059,892.03,929.74,778.59,810.89)
(10060,996.98,739.88,975.51,1016.29)
(10061,466.88,941.25,654.54,1002.39)
(10062,641.64,785.00,992.93,1021.42)
(10063,922.73,196.36,829.46,964.35)
(10064,798.81,374.71,786.04,797.81)
(10065,892.20,891.91,853.41,331.06)
(10066,919.16,902.40,745.32,707.87)
(10067,500.96,810.77,786.74,871.28)
(10068,553.50,0.00,698.82,833.57)
(10069,934.32,845.64,886.83,779.66)
(10070,710.00,712.43,855.35,828.78)
(10071,1082.90,829.89,1024.90,1014.35)
(10072,500.62,767.78,830.73,895.65)
(10073,0.00,0.00,364.85,869.77)
(10074,1028.05,741.09,1065.95,691.64)
(10075,504.00,894.25,716.36,811.16)
(10076,167.00,734.25,831.69,1002.41)
(10077,479.21,899.39,896.04,981.78)
(10078,1065.59,175.76,947.52,975.50)
(10079,361.19,1395.39,1065.12,884.34)
(10080,772.22,764.33,1005.44,774.70)
(10081,277.16,730.83,859.19,969.76)
(10082,504.01,896.21,824.80,829.50)
(10083,934.22,777.38,735.88,739.92)
(10084,143.45,682.92,824.00,832.54)
(10085,524.89,699.15,998.97,787.95)
(10086,510.85,764.56,891.74,858.86)
(10087,346.36,920.30,671.03,824.99)
(10088,405.27,592.75,755.46,943.81)
(10089,845.27,0.00,763.36,847.34)
(10090,660.89,949.58,917.84,723.63)
(10091,462.05,731.57,838.42,962.17)
(10092,1016.02,893.87,893.93,968.51)
(10093,797.14,989.88,952.96,727.98)
(10094,851.48,829.95,898.76,869.99)
(10095,724.37,756.96,1026.38,797.28)
(10096,863.71,659.74,928.33,766.41)
(10097,178.93,678.34,768.38,896.18)
(10098,0.00,179.24,0.00,832.43)
(10099,663.60,829.25,611.18,864.46)
(10100,892.04,834.54,710.21,995.03)
(10101,631.75,834.34,936.25,879.88)
(10102,709.08,874.39,1117.85,717.69)
(10103,0.00,0.00,745.09,735.20)
(10104,425.47,693.04,796.36,747.19)
(10105,804.08,149.42,900.73,713.19)
(10106,929.90,862.02,728.65,956.01)
(10107,275.22,773.96,902.96,916.27)
(10108,814.63,719.73,836.32,816.73)
(10109,828.61,0.00,757.28,712.14)
(10110,697.07,871.59,755.91,847.03)
(10111,525.26,837.05,830.97,832.92)
(10112,892.11,1055.80,754.64,681.41)
(10113,795.16,717.81,827.15,970.40)
(10114,27.56,0.00,720.31,928.37)
(10115,882.22,988.79,860.68,850.77)
(10116,471.38,1077.68,739.15,1076.79)
(10117,387.74,684.69,941.64,800.12)
(10118,128.11,14.21,966.72,1002.43)
(10119,715.57,763.07,656.14,1198.52)
(10120,852.19,525.59,954.82,1014.77)
(10121,700.15,919.90,924.19,861.06)
(10122,0.00,0.00,888.07,859.13)
(10123,798.69,195.48,758.40,1174.52)
(10124,970.47,851.72,519.98,919.93)
(10125,538.53,980.68,853.81,806.90)
(10126,764.30,820.42,764.11,992.65)
(10127,475.87,769.70,830.80,929.61)
(10128,570.00,884.74,1100.96,887.02)
(10129,508.45,890.07,1124.13,832.72)
(10130,725.56,863.40,861.23,933.23)
(10131,674.51,871.58,900.84,793.89)
(10132,386.46,927.31,867.43,1111.92)
(10133,463.71,9.13,918.14,628.35)
(10134,490.53,594.90,817.69,786.79)
(10135,756.03,1072.80,876.72,867.82)
(10136,9.46,593.63,1478.76,1912.37)
(10137,0.00,0.00,0.00,976.57)
(10138,755.63,648.73,848.38,830.50)
(10139,802.88,739.65,926.20,785.39)
(10140,0.00,1006.32,867.49,972.23)
(10141,511.33,14.85,924.55,752.90)
(10142,422.70,593.49,817.38,833.41)
(10143,961.19,760.25,748.16,895.74)
(10144,387.79,753.12,734.12,1011.72)
(10145,493.95,967.50,889.85,850.70)
(10146,745.71,625.42,890.60,829.63)
(10147,583.05,738.16,945.01,728.19)
(10148,902.65,774.47,775.51,824.71)
(10149,895.66,810.09,846.56,931.67)
(10150,841.92,859.47,793.11,870.21)
(10151,443.64,716.29,896.66,1055.57)
(10152,504.40,54.29,812.74,991.66)
(10153,0.00,0.00,880.64,800.89)
(10154,850.31,776.11,931.74,838.98)
(10155,788.34,895.94,780.85,887.73)
(10156,747.73,546.58,0.00,702.18)
(10157,386.77,1087.59,944.91,838.93)
(10158,420.23,1090.78,839.84,897.85)
(10159,643.75,810.29,1103.85,925.83)
(10160,729.88,700.87,1024.03,770.27)
(10161,973.58,793.51,826.18,753.70)
(10162,790.52,978.83,961.70,685.26)
(10163,475.65,784.99,935.52,731.21)
(10164,121.62,927.33,777.27,879.72)
(10165,876.73,605.71,762.08,857.82)
(10166,475.02,883.65,956.29,894.12)
(10167,934.20,940.86,961.00,776.47)
(10168,0.00,483.06,976.43,831.66)
(10169,589.01,827.86,1013.48,865.59)
(10170,758.29,787.96,780.78,845.52)
(10171,424.08,667.62,99.60,646.50)
(10172,1065.68,1040.96,813.99,659.04)
(10173,537.00,608.94,1061.10,790.27)
(10174,471.44,794.81,895.69,735.47)
(10175,879.93,1055.30,810.69,639.67)
(10176,857.97,707.91,1004.75,849.73)
(10177,386.72,714.74,862.95,713.61)
(10178,374.04,755.93,719.49,824.98)
(10179,344.80,792.92,754.62,804.89)
(10180,813.78,137.27,1026.56,770.57)
(10181,281.78,938.10,774.74,904.12)
(10182,935.92,883.50,778.48,823.20)
(10183,933.98,1018.74,933.60,848.15)
(10184,833.81,840.00,822.84,280.92)
(10185,354.55,863.82,943.63,858.97)
(10186,768.82,893.46,830.32,520.92)
(10187,437.01,761.94,762.09,933.39)
(10188,440.05,904.06,656.51,1009.05)
(10189,934.14,974.41,805.20,914.04)
(10190,520.62,827.78,773.59,867.29)
(10191,907.29,1444.45,781.24,967.38)
(10192,790.53,1134.49,868.13,817.64)
(10193,918.97,927.34,809.53,710.52)
(10194,952.11,808.91,697.11,712.58)
(10195,500.55,811.08,655.43,818.42)
(10196,0.00,196.24,862.20,777.90)
(10197,1016.01,804.37,782.32,789.94)
(10198,349.94,875.78,924.33,1094.90)
(10199,475.50,866.47,813.35,1016.27)
(10200,22.02,742.77,745.30,840.96)
(10201,936.27,935.54,878.42,914.25)
(10202,582.85,800.51,1023.27,826.02)
(10203,892.09,879.52,874.99,930.01)
(10204,364.72,869.34,686.07,641.07)
(10205,845.33,914.03,1103.86,900.46)
(10206,852.02,892.27,898.75,941.89)
(10207,868.22,769.34,817.72,817.10)
(10208,632.59,778.68,844.94,811.77)
(10209,903.42,723.75,683.67,1080.76)
(10210,1018.05,288.57,864.88,906.15)
(10211,326.23,848.34,676.61,1002.43)
(10212,907.80,899.78,696.02,886.83)
(10213,795.23,817.37,839.43,800.63)
(10214,759.86,1423.40,1067.65,741.23)
(10215,788.10,717.79,705.38,928.40)
(10216,926.89,927.32,920.15,908.29)
(10217,761.89,810.72,657.53,724.51)
(10218,726.92,963.96,953.25,754.54)
(10219,892.23,831.76,918.44,855.76)
(10220,641.87,890.22,838.52,714.73)
(10221,709.12,245.57,916.05,833.49)
(10222,706.63,864.85,725.90,751.72)
(10223,798.04,927.31,947.05,817.24)
(10224,386.36,786.22,905.06,942.57)
(10225,688.73,151.79,1014.20,860.28)
(10226,386.66,936.93,728.11,795.91)
(10227,121.58,971.36,927.83,759.53)
(10228,575.26,899.26,929.64,928.11)
(10229,933.08,739.56,847.46,3397.56)
(10230,0.00,157.38,913.96,988.93)
(10231,354.55,1134.50,695.29,775.15)
(10232,696.94,875.37,946.90,746.58)
(10233,893.81,723.74,713.16,789.28)
(10234,804.70,1134.50,829.35,833.56)
(10235,828.15,771.30,750.43,790.26)
(10236,418.26,692.40,942.91,830.55)
(10237,373.73,965.20,690.79,323.68)
(10238,601.13,817.86,830.81,637.25)
(10239,892.16,874.88,1163.01,801.06)
(10240,296.85,842.54,697.15,845.73)
(10241,817.22,884.19,701.48,849.93)
(10242,205.61,728.12,839.22,899.39)
(10243,524.96,792.71,842.38,885.11)
(10244,290.64,835.03,814.10,961.28)
(10245,910.85,1114.88,923.50,804.26)
(10246,386.29,882.36,802.73,784.55)
(10247,172.50,837.21,778.66,1020.28)
(10248,728.56,790.63,804.45,818.78)
(10249,595.32,705.65,936.84,898.25)
(10250,52.68,692.31,792.07,763.24)
(10251,934.08,711.97,962.45,177.99)
(10252,504.09,727.61,903.58,713.83)
(10253,367.09,915.43,1010.75,686.73)
(10254,0.00,601.91,697.25,769.48)
(10255,676.10,1142.56,947.06,750.11)
(10256,524.95,562.58,940.29,961.17)
(10257,696.88,570.30,874.65,772.99)
(10258,541.91,703.02,818.05,786.84)
(10259,11.96,795.30,1050.62,838.07)
(10260,629.58,795.38,1083.51,761.46)
(10261,921.56,866.69,910.52,713.08)
(10262,950.83,930.59,757.55,833.58)
(10263,798.54,754.01,858.41,813.16)
(10264,277.72,341.09,830.34,879.46)
(10265,850.52,829.79,1081.00,807.11)
(10266,279.37,764.37,829.40,1016.27)
(10267,800.02,737.80,1002.59,811.94)
(10268,710.56,1013.44,788.89,682.66)
(10269,500.63,951.44,908.66,739.19)
(10270,163.42,803.78,1043.15,899.93)
(10271,365.17,612.44,763.75,926.02)
(10272,868.57,927.33,726.29,722.07)
(10273,173.31,962.47,760.59,791.89)
(10274,791.80,840.03,877.17,786.32)
(10275,974.35,438.32,799.11,929.29)
(10276,777.22,709.01,818.20,803.90)
(10277,724.55,1041.81,630.53,762.92)
(10278,354.54,870.63,892.91,820.38)
(10279,589.15,1148.00,795.20,745.84)
(10280,295.41,1001.88,943.34,832.75)
(10281,778.42,1104.69,758.73,1014.98)
(10282,347.35,647.88,1038.68,164.85)
(10283,840.11,927.34,734.44,797.05)
(10284,345.51,866.07,780.31,1118.15)
(10285,263.89,704.27,1152.26,869.42)
(10286,310.25,884.66,913.87,855.92)
(10287,777.22,757.62,757.24,842.07)
(10288,161.09,901.65,703.07,927.19)
(10289,788.74,927.33,827.93,1002.43)
(10290,660.84,1055.79,667.81,689.99)
(10291,817.34,949.66,794.62,1194.36)
(10292,758.26,858.72,819.95,969.04)
(10293,55.10,867.92,575.78,923.69)
(10294,649.55,879.95,854.01,844.96)
(10295,497.98,785.39,840.62,891.21)
(10296,828.08,221.46,847.61,977.32)
(10297,767.94,734.61,845.41,826.52)
(10298,1065.47,661.11,921.97,1030.40)
(10299,589.20,785.25,804.33,771.89)
(10300,974.33,685.14,0.00,864.30)
(10301,475.36,715.46,792.50,759.97)
(10302,542.18,660.47,918.20,814.10)
(10303,827.32,884.58,971.61,1071.88)
(10304,773.65,817.26,842.67,790.57)
(10305,552.29,746.18,756.51,805.38)
(10306,649.02,541.57,1030.49,741.39)
(10307,325.87,829.48,837.39,758.62)
(10308,823.78,802.28,798.09,775.78)
(10309,1075.92,793.56,774.02,742.08)
(10310,630.04,817.34,669.32,1024.05)
(10311,384.74,811.33,993.04,1002.39)
(10312,841.35,844.35,943.74,861.95)
(10313,725.04,786.47,902.12,850.19)
(10314,700.36,819.07,871.13,819.09)
(10315,869.85,830.89,803.89,1043.86)
(10316,553.44,765.65,1043.48,792.91)
(10317,923.15,818.30,1065.94,976.31)
(10318,749.01,870.83,685.61,714.15)
(10319,973.46,702.81,844.51,936.91)
(10320,848.26,752.21,835.78,837.98)
(10321,539.66,274.64,821.95,910.63)
(10322,999.62,1150.30,747.73,922.45)
(10323,367.14,757.80,736.50,917.13)
(10324,675.33,973.32,983.96,1032.64)
(10325,771.55,717.84,863.37,823.32)
(10326,756.03,827.92,774.03,780.84)
(10327,790.40,896.53,857.60,726.70)
(10328,696.53,1032.19,798.09,790.11)
(10329,778.05,748.92,752.85,738.23)
(10330,948.25,759.60,879.50,927.96)
(10331,1065.97,1136.42,777.26,944.61)
(10332,475.69,954.38,694.55,862.93)
(10333,796.60,876.48,896.59,900.48)
(10334,539.64,288.52,686.38,825.56)
(10335,631.85,864.89,845.41,798.53)
(10336,950.13,806.82,882.42,758.81)
(10337,755.72,948.18,750.08,924.31)
(10338,580.40,736.97,806.73,895.72)
(10339,846.29,927.32,957.03,648.11)
(10340,710.53,724.10,811.04,843.67)
(10341,774.56,580.03,847.19,705.86)
(10342,354.55,1134.51,519.98,1037.83)
(10343,752.72,869.30,771.89,906.11)
(10344,804.80,860.13,948.58,902.25)
(10345,279.19,839.66,765.55,745.67)
(10346,924.98,625.38,796.38,961.88)
(10347,780.53,717.84,888.29,856.13)
(10348,990.56,210.97,757.39,1057.85)
(10349,386.30,874.28,835.53,797.22)
(10350,723.98,737.57,952.20,879.56)
(10351,891.89,958.20,747.47,943.04)
(10352,393.16,716.83,1113.60,797.10)
(10353,920.26,703.02,949.31,788.42)
(10354,301.64,806.48,721.13,850.47)
(10355,920.08,875.05,1076.05,848.70)
(10356,883.63,806.78,769.28,904.44)
(10357,958.90,616.36,677.43,748.00)
(10358,893.47,812.40,798.23,850.97)
(10359,849.98,1013.47,833.31,778.99)
(10360,847.02,721.65,1063.87,718.57)
(10361,0.00,449.15,925.96,794.20)
(10362,359.74,837.42,409.62,964.72)
(10363,660.96,906.02,873.60,853.96)
(10364,365.06,570.20,981.64,726.88)
(10365,675.96,799.18,814.35,742.29)
(10366,1065.40,1024.66,727.20,645.71)
(10367,641.83,890.18,718.07,902.86)
(10368,354.55,1134.50,804.25,991.88)
(10369,541.96,1142.81,918.09,613.98)
(10370,494.21,764.52,978.88,998.68)
(10371,498.57,685.32,632.38,829.57)
(10372,589.23,1134.25,930.24,775.88)
(10373,905.13,815.22,1055.25,827.22)
(10374,745.61,940.82,1098.28,715.36)
(10375,476.51,734.81,859.52,776.65)
(10376,897.70,910.94,698.37,889.00)
(10377,892.06,800.27,1076.04,742.79)
(10378,743.12,701.84,956.53,666.10)
(10379,898.69,800.17,857.75,893.27)
(10380,709.55,659.81,932.99,704.87)
(10381,764.30,1150.32,1082.24,637.83)
(10382,778.67,797.43,61.25,959.37)
(10383,833.24,866.75,800.85,788.03)
(10384,1065.84,899.80,843.10,675.23)
(10385,0.00,0.00,731.51,949.10)
(10386,742.87,844.90,652.82,879.73)
(10387,663.79,931.58,891.87,754.27)
(10388,846.18,648.45,287.59,855.83)
(10389,710.27,839.85,848.51,0.00)
(10390,796.92,431.32,176.19,734.74)
(10391,841.34,800.57,1007.42,796.79)
(10392,386.77,943.43,945.73,1057.15)
(10393,538.73,800.01,749.10,801.86)
(10394,718.49,814.38,1140.69,784.18)
(10395,95.58,514.81,203.53,716.37)
(10396,589.04,891.87,935.81,926.46)
(10397,710.85,803.23,902.40,781.10)
(10398,0.00,0.00,618.70,0.00)
(10399,988.90,844.43,950.80,797.29)
(10400,54.39,306.82,1024.51,996.18)
(10401,922.33,871.05,958.40,838.19)
(10402,60.92,850.28,0.00,786.30)
(10403,553.51,917.01,931.68,909.77)
(10404,840.83,772.83,940.39,940.88)
(10405,813.54,842.24,809.42,738.27)
(10406,762.30,857.46,886.88,792.91)
(10407,771.83,1027.79,883.35,878.03)
(10408,602.90,818.05,937.82,845.51)
(10409,686.73,1134.50,836.58,670.37)
(10410,664.21,878.03,805.44,1059.91)
(10411,724.57,811.34,675.85,1016.28)
(10412,301.64,911.83,1164.57,1077.11)
(10413,892.06,745.91,1026.54,789.21)
(10414,501.17,719.60,797.95,746.21)
(10415,454.30,770.88,847.21,787.59)
(10416,204.10,662.61,1098.52,1136.87)
(10417,987.90,950.25,879.60,890.84)
(10418,466.15,794.30,714.44,1034.71)
(10419,832.97,953.72,766.63,905.04)
(10420,850.15,1134.22,932.38,954.02)
(10421,919.30,754.40,1141.07,715.65)
(10422,792.20,92.57,910.20,991.62)
(10423,922.39,694.97,679.43,723.66)
(10424,456.03,927.33,912.61,833.75)
(10425,756.85,1124.36,737.63,858.05)
(10426,850.29,1134.24,757.09,958.17)
(10427,121.30,750.13,813.75,744.75)
(10428,722.69,730.51,1266.11,867.55)
(10429,275.21,946.91,812.14,843.14)
(10430,582.95,776.16,771.18,858.81)
(10431,661.41,118.42,840.05,902.03)
(10432,904.91,936.00,798.05,830.24)
(10433,848.03,0.00,789.40,939.78)
(10434,494.10,837.55,263.79,997.15)
(10435,274.90,989.70,854.14,740.29)
(10436,768.64,776.00,765.26,928.40)
(10437,275.55,894.85,701.83,728.30)
(10438,777.17,355.22,836.91,828.96)
(10439,629.69,728.10,1023.61,912.39)
(10440,494.00,828.00,844.97,827.75)
(10441,562.10,818.49,626.58,803.85)
(10442,741.98,659.81,837.78,765.52)
(10443,850.22,976.18,775.80,1001.42)
(10444,1065.49,884.64,970.53,778.84)
(10445,493.97,832.12,830.76,811.49)
(10446,841.16,745.16,832.00,821.84)
(10447,823.96,820.20,886.59,839.62)
(10448,802.66,336.33,733.18,760.22)
(10449,908.00,564.95,809.81,821.38)
(10450,710.78,935.69,700.70,874.47)
(10451,800.58,936.45,810.06,807.75)
(10452,213.02,602.40,674.84,1002.43)
(10453,891.66,786.01,842.75,802.81)
(10454,111.20,759.50,164.54,596.49)
(10455,748.92,887.85,672.41,867.32)
(10456,301.61,895.61,686.16,859.04)
(10457,857.28,878.49,918.51,700.23)
(10458,0.00,448.13,1007.80,0.00)
(10459,861.74,960.93,903.24,874.22)
(10460,831.36,617.03,31.51,934.52)
(10461,180.17,801.19,732.43,872.91)
(10462,678.11,909.33,968.59,828.58)
(10463,709.20,923.11,748.42,881.81)
(10464,572.47,805.63,755.79,758.84)
(10465,25.66,815.67,1038.33,930.15)
(10466,589.25,1134.24,886.71,918.16)
(10467,710.25,944.97,863.75,804.73)
(10468,857.35,671.30,893.94,863.09)
(10469,798.24,748.80,911.27,1035.86)
(10470,107.55,680.53,763.70,849.52)
(10471,751.75,973.27,903.46,962.87)
(10472,933.25,1134.50,704.66,828.97)
(10473,777.22,1134.49,1212.86,1218.75)
(10474,886.72,803.55,896.05,825.30)
(10475,989.59,756.77,648.46,945.20)
(10476,893.66,729.07,947.05,909.19)
(10477,0.00,890.27,789.24,803.06)
(10478,0.00,620.15,988.65,736.65)
(10479,582.99,850.30,796.39,858.97)
(10480,354.54,705.92,823.99,843.67)
(10481,795.31,890.33,76.36,902.77)
(10482,802.42,1134.15,827.11,0.00)
(10483,572.61,888.20,1004.53,955.71)
(10484,504.24,765.43,645.70,733.04)
(10485,797.59,834.52,715.71,713.63)
(10486,1065.82,683.16,858.16,841.56)
(10487,903.96,1085.19,630.65,925.40)
(10488,336.63,795.40,808.65,925.52)
(10489,894.98,768.42,805.38,827.35)
(10490,562.05,767.56,964.51,714.50)
(10491,827.92,831.14,690.20,858.98)
(10492,391.87,861.19,826.69,958.48)
(10493,0.00,142.08,938.99,832.52)
(10494,330.85,687.75,1053.61,918.58)
(10495,26.50,115.05,1080.91,118.38)
(10496,727.46,978.62,918.49,1002.41)
(10497,921.79,747.19,941.70,1021.43)
(10498,310.42,738.47,623.41,1002.43)
(10499,824.30,750.20,794.45,780.61)
(10500,742.67,940.15,926.88,910.94)
(10501,767.47,880.45,776.48,919.09)
(10502,951.54,794.76,831.74,853.60)
(10503,481.03,617.41,889.03,834.70)
(10504,697.02,912.85,718.37,855.57)
(10505,807.69,1072.59,800.66,960.95)
(10506,160.38,1041.64,693.23,1066.81)
(10507,755.05,50.98,882.55,791.67)
(10508,631.38,735.46,823.71,857.23)
(10509,454.41,957.30,950.49,801.42)
(10510,756.84,760.06,754.75,780.51)
(10511,892.09,717.81,820.77,822.43)
(10512,553.47,877.56,68.04,1234.79)
(10513,1068.94,849.48,881.27,475.69)
(10514,562.01,831.77,858.60,961.81)
(10515,275.72,920.15,1018.40,871.24)
(10516,789.58,1145.46,873.88,741.08)
(10517,934.05,1068.30,830.41,769.20)
(10518,792.75,804.81,872.95,0.00)
(10519,905.22,832.04,796.39,765.36)
(10520,844.31,834.87,907.67,735.05)
(10521,795.89,704.97,102.81,818.20)
(10522,554.16,178.39,907.08,914.20)
(10523,814.67,852.79,1040.66,873.74)
(10524,601.81,1175.43,946.41,866.48)
(10525,663.82,1145.46,1390.54,2182.13)
(10526,0.00,0.00,846.63,749.04)
(10527,742.78,785.47,886.99,802.85)
(10528,238.64,23.09,864.22,759.27)
(10529,780.34,848.23,1210.47,977.75)
(10530,515.52,905.28,807.53,882.41)
(10531,641.73,614.95,727.78,745.74)
(10532,775.64,31.34,887.24,855.89)
(10533,794.40,948.36,154.68,824.12)
(10534,582.65,0.00,898.22,876.50)
(10535,331.49,815.29,799.05,958.49)
(10536,976.11,656.47,173.54,884.85)
(10537,50.41,64.19,734.12,704.36)
(10538,700.19,970.64,661.51,1002.31)
(10539,805.20,638.11,794.13,845.62)
(10540,553.53,885.29,780.68,874.62)
(10541,741.05,786.86,1078.72,879.35)
(10542,791.05,747.99,762.14,891.98)
(10543,892.45,884.63,912.16,851.96)
(10544,791.03,855.43,857.43,781.82)
(10545,842.88,713.43,712.41,696.60)
(10546,833.82,766.63,760.69,732.48)
(10547,705.97,864.82,867.41,956.80)
(10548,212.86,830.51,186.57,2434.83)
(10549,0.00,0.00,919.42,750.92)
(10550,706.18,580.92,826.51,775.95)
(10551,778.99,711.86,855.89,769.10)
(10552,664.16,1025.02,1039.05,883.09)
(10553,562.87,829.29,828.50,995.03)
(10554,504.51,746.16,846.42,791.42)
(10555,907.49,710.53,665.72,826.16)
(10556,897.58,1015.37,862.17,882.93)
(10557,847.79,164.88,782.83,870.34)
(10558,504.05,1150.47,826.12,871.94)
(10559,779.51,896.05,756.54,1043.74)
(10560,386.49,844.54,801.96,747.08)
(10561,669.54,727.16,927.14,836.78)
(10562,974.41,850.33,748.98,912.76)
(10563,790.09,817.21,734.01,744.74)
(10564,379.69,859.45,1121.78,701.36)
(10565,0.00,25.12,798.55,672.48)
(10566,845.62,675.22,885.75,675.84)
(10567,511.46,714.09,725.41,726.30)
(10568,54.26,306.81,907.98,842.31)
(10569,859.97,822.97,94.43,1002.42)
(10570,733.86,795.11,786.49,881.62)
(10571,959.41,792.90,1083.51,960.47)
(10572,1065.66,699.35,910.24,802.45)
(10573,12.51,826.19,1050.08,846.45)
(10574,347.38,597.25,748.16,730.64)
(10575,822.15,744.38,847.23,797.52)
(10576,723.43,794.78,748.63,1088.54)
(10577,892.11,1407.66,818.28,767.03)
(10578,788.95,965.16,1085.05,688.10)
(10579,775.78,814.89,1050.47,986.88)
(10580,922.68,981.00,1094.91,762.08)
(10581,279.33,684.49,871.87,860.22)
(10582,215.34,0.00,607.20,896.41)
(10583,1065.96,827.20,817.15,881.16)
(10584,508.32,908.53,725.17,784.14)
(10585,404.90,1009.37,805.17,964.05)
(10586,801.88,274.72,740.57,847.90)
(10587,521.35,836.21,858.81,941.03)
(10588,386.53,743.70,903.35,923.16)
(10589,542.21,918.33,938.46,902.83)
(10590,936.10,719.31,767.87,610.32)
(10591,595.22,783.29,875.02,957.98)
(10592,848.27,864.17,802.12,916.34)
(10593,735.87,925.00,879.70,669.53)
(10594,368.41,724.77,789.44,654.90)
(10595,868.29,863.07,818.00,713.43)
(10596,316.60,786.37,688.87,708.24)
(10597,661.09,868.24,893.31,825.54)
(10598,898.50,884.05,615.07,806.10)
(10599,805.41,836.98,892.16,894.95)
(10600,397.70,940.37,895.55,995.02)
(10601,818.78,865.76,807.60,755.00)
(10602,502.82,856.07,834.04,803.45)
(10603,666.13,748.84,831.61,853.48)
(10604,538.62,957.37,897.55,678.10)
(10605,616.33,702.30,652.87,1002.30)
(10606,664.70,950.05,787.71,1034.48)
(10607,554.74,967.23,1210.84,803.91)
(10608,533.00,889.18,902.01,769.73)
(10609,814.76,910.83,894.52,844.57)
(10610,819.61,889.19,893.56,840.54)
(10611,532.76,935.65,921.36,671.28)
(10612,947.53,926.34,806.05,790.49)
(10613,194.92,740.51,1020.03,591.86)
(10614,543.39,1146.75,997.26,943.92)
(10615,0.00,682.49,877.92,774.64)
(10616,1000.00,719.90,907.96,701.87)
(10617,782.41,869.16,753.86,851.70)
(10618,524.83,957.18,892.93,771.28)
(10619,176.28,771.41,934.44,782.58)
(10620,891.82,919.55,779.33,991.28)
(10621,542.28,1075.61,896.50,800.93)
(10622,963.49,864.47,845.07,740.78)
(10623,902.55,788.27,707.29,830.58)
(10624,538.69,876.30,798.12,897.93)
(10625,541.43,1002.12,718.11,746.38)
(10626,934.27,655.52,832.26,781.15)
(10627,534.89,820.41,890.25,800.16)
(10628,109.44,881.74,811.35,991.76)
(10629,823.85,935.65,906.10,900.03)
(10630,428.01,811.94,777.06,973.32)
(10631,664.53,897.94,815.08,835.92)
(10632,553.50,755.73,754.87,872.07)
(10633,922.32,875.36,920.43,714.01)
(10634,0.00,0.00,830.10,859.62)
(10635,0.00,755.55,826.50,895.55)
(10636,710.11,885.63,789.84,793.41)
(10637,388.93,753.40,879.68,764.70)
(10638,457.31,784.05,758.92,820.24)
(10639,719.42,920.22,910.18,859.92)
(10640,920.91,919.31,660.84,804.01)
(10641,679.14,795.79,947.06,817.98)
(10642,733.78,971.85,809.41,801.82)
(10643,829.74,847.26,920.03,828.98)
(10644,525.05,792.62,1010.23,668.63)
(10645,554.61,845.81,805.69,688.93)
(10646,789.86,728.61,739.81,788.44)
(10647,825.56,1007.12,964.79,828.41)
(10648,302.14,826.88,804.21,954.44)
(10649,922.48,765.56,981.38,660.48)
(10650,538.73,732.69,905.93,950.52)
(10651,952.30,888.61,835.66,837.77)
(10652,771.23,851.25,744.95,943.52)
(10653,555.36,811.53,753.56,817.03)
(10654,772.12,880.48,774.54,767.70)
(10655,887.41,830.00,782.65,1017.94)
(10656,417.62,647.64,852.81,876.73)
(10657,655.61,887.84,874.90,899.25)
(10658,800.70,746.99,978.03,861.07)
(10659,123.34,806.81,0.00,708.81)
(10660,538.74,748.86,824.57,817.21)
(10661,525.02,813.23,799.56,857.62)
(10662,883.67,888.66,990.74,827.66)
(10663,524.83,953.70,849.34,833.47)
(10664,892.00,1153.02,937.65,912.86)
(10665,440.58,751.27,1047.76,731.32)
(10666,0.00,785.84,925.57,871.63)
(10667,503.77,1191.75,749.52,652.77)
(10668,661.48,1006.36,805.66,836.93)
(10669,474.11,786.79,811.78,826.54)
(10670,302.07,949.97,882.10,821.76)
(10671,542.00,749.91,845.37,909.12)
(10672,835.57,829.01,967.44,821.84)
(10673,902.66,707.63,769.99,775.21)
(10674,710.46,828.76,783.48,832.50)
(10675,725.09,756.39,884.24,816.75)
(10676,540.71,722.62,766.03,861.98)
(10677,635.42,674.30,1040.76,800.81)
(10678,661.23,729.06,1029.49,830.59)
(10679,579.34,1230.80,607.12,892.65)
(10680,648.83,889.54,982.04,937.64)
(10681,823.85,935.64,880.37,761.88)
(10682,626.50,859.08,155.02,477.48)
(10683,520.21,853.27,631.18,863.03)
(10684,933.07,896.07,925.04,891.28)
(10685,767.96,1156.44,1266.07,917.82)
(10686,794.48,882.13,849.50,844.37)
(10687,524.85,822.46,209.45,739.49)
(10688,922.63,708.37,790.05,827.66)
(10689,383.08,800.80,927.78,907.20)
(10690,963.38,1230.81,1040.40,769.17)
(10691,757.47,757.36,985.09,996.42)
(10692,788.74,815.07,1037.68,757.41)
(10693,631.15,882.16,872.25,1016.29)
(10694,936.14,862.30,1040.59,897.78)
(10695,475.51,1230.80,619.70,1068.68)
(10696,727.03,1104.23,803.36,904.07)
(10697,441.05,964.32,817.14,1003.51)
(10698,733.49,865.76,963.90,708.17)
(10699,922.51,166.55,703.39,693.20)
(10700,419.21,866.70,877.17,755.72)
(10701,907.79,943.31,767.11,843.71)
(10702,958.39,828.66,828.84,1013.75)
(10703,817.33,780.34,896.53,885.15)
(10704,1017.45,815.84,928.14,859.60)
(10705,424.20,659.54,1026.70,737.04)
(10706,891.91,819.82,791.83,780.28)
(10707,671.76,1136.42,810.59,989.32)
